source,station_id,name,mac_address,earliest_date,latest_date,last_scraped_date,total_days,total_observations,latitude,longitude,elevation_ft,extinct
AWN,6681b6b13d218173f5a5a295,Horizon1,C8:C9:A3:16:BD:36,2024-06-30,2026-06-14,2026-06-14,715,194490,34.27166581,-84.52095123,1334.2,False
AWN,5a4313b1e12b38000ea2ade3,Bearden's Weather Station,2C:3A:E8:3D:06:17,2020-07-05,2026-05-18,2026-05-18,2140,605347,34.271201,-84.138352,1154.2,False
AWN,64c92284bc5c1e679ed71079,Hannahs Crossing Dr,BC:FF:4D:81:C7:48,2023-08-01,2026-06-14,2026-06-14,1029,283586,34.26960038,-83.98195487,1162.4,False
AWN,5efe3ff1e043f300015a26a2,Pleasant Manor Estates,98:F4:AB:F8:91:79,2020-07-02,2026-06-14,2026-06-14,2160,611063,34.26830269,-84.17950383,1180.1,False
AWN,66004b0d17c653ccba955953,Waylon’s weather station,58:CF:79:DE:EE:3C,2024-03-24,2026-06-14,2026-06-14,810,221140,34.2679032,-83.9756973,1107.7,False
AWN,669bfa021adb5dec4ad9f703,Jacket1,54:32:04:49:DF:60,2024-07-20,2026-06-14,2026-06-14,690,187996,34.2670555,-84.1396748,1135.8,False
AWN,6929cec1ac5bc44688989865,House,EC:64:C9:EF:F2:51,2025-11-28,2026-06-14,2026-06-14,199,46740,34.2666,-84.1161,1164.9,False
AWN,6162f474705d530001134767,My Weather Station,E8:DB:84:E6:4B:1E,2021-10-10,2026-06-14,2026-06-14,1642,460259,34.26531,-84.5290055,1114.5,False
AWN,66aab193ab6e81c9d8ca57f9,My eWeather Station,40:91:51:59:97:C9,2024-07-31,2026-06-14,2026-06-14,633,169057,34.2636,-84.5217,1079.9,False
AWN,6018580c40db040001839035,Harmony Gardens,F0:08:D1:06:FC:82,2025-08-05,2026-06-14,2026-06-14,314,80102,34.2628,-84.5189,1156.1,False
AWN,6679a71b426bb8c647955d15,Appalachian Woods ,C8:C9:A3:27:A0:78,2024-06-24,2026-06-14,2026-06-14,721,196158,34.26261355,-84.529889,1083.1,False
AWN,649f408d5f90ffeee3a1e876,Tank Weather Station ,EC:FA:BC:4D:4F:52,2019-12-31,2026-06-14,2026-06-14,2342,659452,34.26040652,-84.25606232,1177.0,False
AWN,645ff80058d755b5606142b5,Heardsville Weather,48:55:19:C2:6E:D0,2024-09-17,2026-06-14,2026-06-14,625,146172,34.2594992,-84.23918346,1199.3,False
AWN,6813e3e37f1c77b001e8cfa2,Jwkim,F8:B3:B7:81:58:BD,2025-05-01,2026-06-14,2026-06-14,410,107706,34.2561,-84.1871,,False
AWN,61e342090189e400011cc173,Norman's Station,98:CD:AC:23:10:C0,2022-01-15,2026-06-14,2026-06-14,1555,442429,34.2497778,-84.2512296,1226.1,False
AWN,66ca6618b06223fe4aa062cc,Backyard,84:FC:E6:1F:71:54,2024-08-24,2026-06-14,2026-06-14,660,179029,34.2494246,-84.2543241,,False
AWN,685b486c490ad6c67ef07546,WS-2902D,24:D7:EB:EB:99:8C,2025-06-25,2026-06-14,2026-06-14,355,91919,34.2472,-84.3213,,False
AWN,6563b8c5848542d6566f0060,My Weather Station,58:CF:79:13:7C:28,2025-02-02,2026-06-14,2026-06-14,497,131927,34.2465,-84.0314,1110.1,False
AWN,5d8ea8c089aa1650aa702bff,Nichols Creek,A4:CF:12:A0:32:DE,2019-09-28,2026-06-14,2026-06-14,2443,678227,34.24545976,-84.15222281,1233.7,False
AWN,63719f99e35cb100014cc16f,9044PTC,C4:5B:BE:F9:D8:A7,2024-06-23,2026-06-14,2026-06-14,722,196178,34.2450998,-83.9673569,1123.4,False
AWN,691b0d16a52ffb3be4470051,The Oasis,F8:B3:B7:86:63:C9,2025-11-17,2026-06-14,2026-06-14,210,50259,34.2446,-84.1751,1189.8,False
AWN,64050a3218e7ef00013bb6ce,SixMileCoveNEv Rdx,C4:5B:BE:FA:0D:BA,2023-03-05,2026-06-14,2026-06-14,1197,330537,34.2418873,-84.024157,1085.8,False
AWN,676c3f513c3abe7f36e2423f,Tod ,CC:7B:5C:51:1A:F4,2024-12-25,2026-06-14,2026-06-14,531,142763,34.241,-83.9858,1128.0,False
AWN,676c690cfeb43ff134de90b6,Home,48:E7:29:7C:A3:2A,2024-12-25,2026-06-14,2026-06-14,537,144365,34.2405,-84.3624,1137.8,False
AWN,67b328ef3017614bbf99ab71,Dan’s Weather Station,48:E7:29:7C:96:7D,2025-02-18,2026-06-14,2026-06-14,482,128795,34.2368,-84.4908,971.7,False
AWN,61072e31c468c600016ba176,GA House,B4:E6:2D:72:E2:D9,2025-02-26,2026-06-14,2026-06-14,474,125878,34.2367621,-84.4907621,971.5,False
AWN,61d1ce0a92258300016a5c89,Daugherty,E8:DB:84:E4:9E:C6,2022-01-02,2026-06-14,2026-06-14,1613,448658,34.2367621,-84.4907621,971.5,False
AWN,5efa757b12e9150001a7f22c,My Weather Station,8C:AA:B5:C7:90:41,2023-08-30,2026-06-14,2026-06-14,1020,281992,34.2367621,-84.4907621,971.5,False
AWN,627c40a6e6664700014d19ca,Backyard Weather Station,C4:5B:BE:5D:8D:A4,2022-05-11,2026-06-14,2026-06-14,1486,415665,34.2354959,-84.4254933,1129.1,False
AWN,677b4a927357ad63e34b5706,Bethel Park,C8:C9:A3:26:C2:20,2025-01-06,2026-06-14,2026-06-14,525,141264,34.2347,-83.9935,1198.7,False
AWN,65b6c6a404e9919a868bcbab,Rosebud Farm,C8:C9:A3:16:B6:06,2024-01-28,2026-06-14,2026-06-14,868,238258,34.2345034,-84.2992379,1221.0,False
AWN,61ccae9891a3ac00014eebee,Keystone,E8:DB:84:E4:77:E4,2024-05-10,2026-06-14,2026-06-14,762,207376,34.2325445,-84.2095663,1176.4,False
AWN,5eb81230f67ba00001d7ee2f,Lakehouse,A4:CF:12:A0:2D:05,2025-10-28,2026-06-14,2026-06-14,152,19109,34.2292322,-84.0359866,1134.4,False
AWN,61cf604aca67ae0001271848,MeincerNew,48:3F:DA:89:AC:DC,2021-12-31,2026-06-14,2026-06-14,1627,456993,34.2285062,-84.2991763,1203.9,False
AWN,665a5a9235452e76ed4a017b,Home,94:3C:C6:44:A7:17,2024-05-31,2026-06-05,2026-06-05,725,198304,34.2258291,-84.2422651,,False
AWN,63a8c56858b1c100015aea92,Red Gate 208,C4:5B:BE:F9:F8:BA,2025-03-16,2026-06-13,2026-06-13,403,96851,34.2253932,-84.3031186,1187.1,False
AWN,64cbd75a56f341a0b6d45025,Sutallee,48:55:19:C2:CD:8D,2023-08-03,2026-06-14,2026-06-14,1047,289957,34.224839,-84.597208,1030.6,False
AWN,677c4273750521a61ab071db,Greenwood Acres,48:E7:29:7C:99:67,2025-01-06,2026-06-14,2026-06-14,525,139724,34.2239,-84.164,1223.3,False
AWN,658b0dfde381011edfeee497,My Weather Station’s ,C8:C9:A3:10:34:70,2023-12-26,2026-06-14,2026-06-14,902,247977,34.2178474,-84.0458795,,False
AWN,651877e206bcff5eb26d0a5b,Hires Weather Station,C8:C9:A3:55:93:8A,2023-09-30,2026-06-14,2026-06-14,988,270311,34.2152164,-84.0469531,1172.8,False
AWN,609c31f8192bbb000185b855,Atlanta Phantom WS,E0:98:06:A3:3F:6C,2021-05-12,2026-06-14,2026-06-14,1857,522945,34.214949,-84.3277338,1221.4,False
AWN,664cfb96f59529aeb1165860,Gold Xing,C8:C9:A3:26:43:B4,2024-05-21,2026-05-16,2026-05-16,719,198816,34.2147293,-84.5414306,1041.8,False
AWN,672cc42d620c9c9eb55dcf9c,JHL's Weather Station,EC:64:C9:CD:2A:90,2024-11-07,2026-06-14,2026-06-14,585,157272,34.2143,-84.3448,1236.8,False
AWN,64067fbb8fcd8e000161a691,Smoke’s weather station ,30:83:98:A6:FC:AE,2023-03-07,2026-06-14,2026-06-14,1196,333764,34.2143,-84.2513,1081.0,False
AWN,6599876a7bd69556664695a5,SPL,08:3A:8D:FB:43:A3,2024-01-06,2026-06-14,2026-06-14,891,245113,34.21348579,-84.33879252,1229.0,False
AWN,60073b6645f6530001a130a6,Hamptons Grant,E0:98:06:A3:53:8D,2021-01-19,2026-06-14,2026-06-14,1951,549518,34.2125624,-84.2525197,1112.6,False
AWN,66538e35623a60a6bed9a464,JimerSUN Weatherstation,48:3F:DA:53:E0:48,2024-05-26,2026-06-14,2026-06-14,748,203884,34.21239069,-84.05242238,1188.5,False
AWN,67719bde7623b4f00124ed1a,TomNGA,48:E7:29:7C:85:A8,2024-12-29,2026-06-14,2026-06-14,533,143339,34.2122,-84.0907,1141.5,False
AWN,61b4de014fcf0c000132ec42,CroupHouse,40:F5:20:0B:FD:57,2025-04-26,2026-06-14,2026-06-14,415,109368,34.2116693,-84.4284677,1042.1,False
AWN,688a61d4227008c5b1d23fc2,Luke’s Weather Station ,48:E7:29:7C:AB:3D,2025-07-22,2026-06-14,2026-06-14,313,79572,34.2099,-84.1846,1201.2,False
AWN,61ad679aec98200001b3c52f,Chestnut Hill Home,E8:68:E7:86:C3:AC,2025-08-30,2026-06-14,2026-06-14,289,72886,34.2091,-84.0488,1128.0,False
AWN,6675cc20c73cbf3b364819ca,vpl659-a5k,48:E7:29:54:C9:3D,2024-06-21,2026-06-14,2026-06-14,724,197410,34.2041173,-84.1751648,1104.1,False
AWN,6844eaa003664539c87a70fd,Hickory_Lakeside,4C:EB:D6:20:53:B3,2025-06-08,2026-06-14,2026-06-14,372,97000,34.2035,-84.0668,1138.8,False
AWN,681a6896cdc2200706d6679b,My Weather Station,CC:7B:5C:4C:1C:4B,2025-05-06,2026-06-14,2026-06-14,405,106179,34.2029,-84.5299,1004.6,False
AWN,62129736407a8e00014f1000,Tardog ,E8:DB:84:99:AE:8E,2022-02-20,2026-06-14,2026-06-14,1575,443505,34.2000834,-84.0907246,1070.5,False
AWN,60f33c7253712d0001c0f5ca,Dogwood Trail Weather,E0:98:06:A3:46:08,2022-12-05,2026-06-14,2026-06-14,1287,357790,34.19965443,-84.05207516,1133.1,False
AWN,622a961d36b206000128261f,Fox Ridge Farm,98:CD:AC:21:FF:68,2022-03-11,2026-06-14,2026-06-14,1530,425795,34.198856,-84.3498505,1130.2,False
AWN,670d36688c7e62f87bd0abc3,Yaros_Canton,EC:64:C9:EF:E6:5E,2024-10-14,2026-06-14,2026-06-14,609,163272,34.196,-84.4295,1092.2,False
AWN,65bae8afa805d254f8db6e55,Wilkie Weather,54:32:04:43:7E:24,2024-02-01,2026-06-14,2026-06-14,865,237501,34.19127447,-84.27588818,1197.5,False
AWN,5f00a2cb692b1f0001685a04,House Weather Station,8C:AA:B5:C7:90:11,2020-07-04,2026-06-14,2026-06-14,2156,609373,34.1910714,-84.5197817,1136.1,False
AWN,5b2d44d52600db00045a41ec,My weather station,B4:E6:2D:06:57:2A,2020-05-26,2026-06-14,2026-06-14,2208,618509,34.1908584,-84.2523247,1144.3,False
AWN,66999604c1930051c87df1df,My Weather Station,40:91:51:59:66:C1,2024-07-18,2026-06-14,2026-06-14,688,185563,34.1905114,-84.5464327,955.1,False
AWN,5f29ed6b0adf48000197ab8b,Manor North WX,98:F4:AB:F8:8F:EC,2020-05-06,2026-06-09,2026-06-09,2177,611654,34.189635,-84.2657246,1079.9,False
AWN,64fa66f119ab587a95291936,brownhome ,58:CF:79:DB:C0:4C,2023-09-08,2026-06-14,2026-06-14,1009,278660,34.1866853,-84.4562767,1099.7,False
AWN,61913074b4c2f30001a8811e,Casa del Lago 2,E8:DB:84:E6:67:C0,2021-11-14,2026-06-14,2026-06-14,1662,466715,34.1858984,-84.0958795,1098.3,False
AWN,64e0cc9956f2103498eb15e0,Bridgemill,C8:C9:A3:55:8B:5E,2023-08-19,2026-06-14,2026-06-14,991,269368,34.1850358,-84.5542405,910.0,False
AWN,62aa2fc6ee74910001868a6f,The Chicken Shack,C4:5B:BE:6C:72:C1,2024-09-24,2026-06-14,2026-06-14,629,169748,34.18345208,-84.42516435,1045.0,False
AWN,63337d4180734800012a1b19,Top of Forest Drive,C4:5B:BE:5D:0B:D3,2022-09-27,2026-06-14,2026-06-14,1357,379340,34.1828023,-84.0963975,1162.9,False
AWN,64f64019343313b9ca3b87c1,Home Weather,58:CF:79:E0:82:C4,2023-06-17,2026-06-14,2026-06-14,1084,299962,34.1818845,-84.5215714,984.8,False
AWN,688673af4535ac1c11d98c93,The Big E,B0:81:84:33:EB:94,2025-07-27,2026-06-14,2026-06-14,323,82535,34.1787,-84.564,,False
AWN,64eb875e9d4100aece8b4af6,Pineda Weather Station,C8:C9:A3:55:86:85,2025-08-13,2026-06-14,2026-06-14,301,75782,34.178006,-84.431898,974.0,False
AWN,5eac9f725f070c0033108c42,JT’s Chickenshack,BC:DD:C2:12:02:13,2021-03-10,2026-05-25,2026-05-25,1855,1387109,34.1750365,-84.4285498,1018.2,False
AWN,66611f3469e30797f0d0c64f,Drake,C8:C9:A3:0E:DA:57,2024-06-06,2026-06-14,2026-06-14,735,199655,34.1749095,-84.4654627,1124.8,False
AWN,69237e3fb7190a480806f5b8,Bob’s Weather,FC:F5:C4:BB:1B:8B,2025-11-23,2026-06-14,2026-06-14,204,48354,34.1744,-84.2485,1130.5,False
AWN,61dccd51575181000107736a,Easterby Weather Station,C4:5B:BE:6D:BA:A5,2022-09-20,2026-06-14,2026-06-14,1329,370992,34.173321,-84.211854,1058.5,False
AWN,65ab0b0a8692eae69fa8b1e2,JG Weatherman,08:3A:8D:DE:D2:2A,2025-01-27,2026-06-14,2026-06-14,504,134850,34.1726881,-84.5770183,969.7,False
AWN,5f1dca751188a5000107e9de,TW16081,FC:F5:C4:98:66:9B,2022-06-07,2026-06-14,2026-06-14,1462,408502,34.1684298,-84.3150243,1117.1,False
AWN,5f53b856f4460c0001ce4322,Mark’s Milton House,48:3F:DA:53:DE:F5,2020-09-05,2026-06-14,2026-06-14,2098,592413,34.165381,-84.3461121,998.7,False
AWN,6774a73637d1b9309aaacf61,The Pass of Caradhras,48:E7:29:7C:01:2F,2025-01-01,2026-06-03,2026-06-03,519,140280,34.1643,-84.5491,1006.3,False
AWN,601843f2f81d5b00010a477f,Franklins,40:F5:20:0C:2B:AD,2021-02-01,2026-06-14,2026-06-14,1959,553093,34.1641821,-84.4764689,1067.6,False
AWN,64d157b489103ebcb526856e,Dr. ,C4:5B:BE:F9:F9:8C,2023-08-07,2026-06-14,2026-06-14,1032,284887,34.1631963,-84.2541784,1114.9,False
AWN,61ea03c05cca6200016b7fae,K4TSM Cope,E8:DB:84:E3:BF:AA,2024-04-06,2026-06-14,2026-06-14,800,219155,34.1629268,-84.0800686,1051.0,False
AWN,6764b0d9e2b0e6e3d3ef8c47,Tenney home,4C:EB:D6:20:27:E2,2024-12-19,2026-06-14,2026-06-14,543,145937,34.1596,-84.6037,950.2,False
AWN,5dbb656e0ad26c018d981e26,Forest Circle,B4:E6:2D:72:EB:5B,2025-04-02,2026-06-14,2026-06-14,439,205965,34.1595001,-84.3425236,1070.2,False
AWN,65871364ab70c429bc6f6911,Traugh's WS,48:55:19:C2:D7:EF,2023-12-23,2026-06-14,2026-06-14,904,248768,34.1569939,-84.6004207,957.0,False
AWN,620058e438058a0001acd9b9,Traditions - Atlanta Hwy (Hwy 9),C4:5B:BE:5C:F8:A4,2022-02-06,2026-06-14,2026-06-14,1543,417410,34.1556602,-84.2057491,1115.9,False
AWN,5ed2516977c3c600010e2b02,John and Tami Milton House,98:F4:AB:F8:90:66,2025-07-01,2026-06-14,2026-06-14,349,89790,34.1537383,-84.3383263,1081.7,False
AWN,65725254d41281c71cd7bf9c,My Weather Station,C8:C9:A3:10:3A:D5,2023-12-07,2026-06-14,2026-06-14,921,254317,34.1495976,-84.2594284,1099.9,False
AWN,5bea15aff97832777a059331,Rowe Road,84:F3:EB:21:1A:4E,2024-01-14,2026-06-14,2026-06-14,874,240241,34.14691234,-84.37307447,1127.5,False
AWN,61d0e9fd06a6530001881c9c,Larry's Station,E8:DB:84:E7:26:E6,2023-10-19,2026-06-14,2026-06-14,951,253025,34.1462693,-84.2225203,1084.1,False
AWN,68a9f8b7b6f7e7d1f72afdc5,Majors Road,C4:D8:D5:3C:DD:6D,2025-08-23,2026-06-14,2026-06-14,296,74698,34.1453,-84.1638,1185.6,False
AWN,690fa13c19e326de04463b30,Home-MtRoad,C8:C9:A3:16:A0:3A,2025-11-08,2026-06-14,2026-06-14,218,52637,34.1417,-84.4033,1164.1,False
AWN,5fe79587ad6d820001750674,Fort Funwerx WS1,F0:08:D1:06:F6:E7,2020-12-26,2026-06-14,2026-06-14,1989,560276,34.1407071,-84.5698405,913.7,False
AWN,679cf4f195600e638f8132fe,Weather Station Alpha,C4:D8:D5:3B:88:3F,2025-01-31,2026-06-14,2026-06-14,500,133560,34.1407,-84.1004,1054.8,False
AWN,6579ded6072419161aec316d,Liam’s Weather Station,C8:C9:A3:0F:C8:79,2023-12-13,2026-06-14,2026-06-14,901,245512,34.1400802,-84.2847606,1076.7,False
AWN,5e73e740372b1d6675fbaf08,Leff Weather Station,50:02:91:47:94:83,2022-12-09,2026-06-14,2026-06-14,1279,355589,34.1394238,-84.5024479,1031.0,False
AWN,677973182b6268daf0597f05,Hendon road,CC:8D:A2:75:3D:24,2025-01-04,2026-06-14,2026-06-14,527,141594,34.1355,-84.4469,942.7,False
AWN,65a81b8d68cc1b455797403e,Woodstock Station,C8:C9:A3:16:BA:1C,2024-01-17,2026-06-14,2026-06-14,879,240994,34.1353112,-84.4939242,884.8,False
AWN,68cc815e5e84be2ce693eb2d,My Weather Station,D8:BC:38:DB:67:BF,2025-09-18,2026-06-14,2026-06-14,270,67315,34.1341,-84.1096,1107.3,False
AWN,685863ff1e2d08f106105eee,Providence Crossing,F8:B3:B7:81:92:F1,2025-06-22,2026-06-14,2026-06-14,353,91299,34.1332,-84.0157,1113.4,False
AWN,6647eb3e318fcfd914d16684,Sunny Days,54:32:04:43:85:50,2025-05-04,2026-06-14,2026-06-14,404,105484,34.1327063,-84.2033991,1080.5,False
AWN,603474eb0d6a270001443a2c,Hug5k,D8:F1:5B:13:E8:DF,2021-02-23,2026-06-14,2026-06-14,1937,547137,34.1325,-84.4187,995.8,False
AWN,684ec6877a4cc2d3f09c57c4,Woodstock Backyard,24:D7:EB:EB:A1:2B,2025-06-15,2026-06-14,2026-06-14,364,94257,34.1322,-84.5296,962.8,False
AWN,6904ee053669015276e3ea06,Sugar Hill Community Garden,4C:EB:D6:1F:D6:10,2025-11-26,2026-06-14,2026-06-14,201,47654,34.1314,-84.0702,936.2,False
AWN,676db8d0ce73b7b279e706be,Quail Woods,EC:64:C9:EF:EC:AC,2024-12-26,2026-06-14,2026-06-14,536,144261,34.1289,-84.3947,1070.0,False
AWN,65a5844dfe5faf43d8f7eed1,DEC weather station ,C4:5B:BE:6E:4C:94,2022-12-28,2026-06-14,2026-06-14,1252,347495,34.1284214,-84.4708732,897.6,False
AWN,641ed8c26a228a0001ee6b67,Margate,80:7D:3A:6F:2F:90,2023-10-30,2026-06-14,2026-06-14,959,264401,34.128396,-84.1539812,1096.5,False
AWN,677abbda6506036d0a7cab0d,rappellingchow,48:E7:29:7C:A1:05,2025-01-05,2026-06-14,2026-06-14,526,140571,34.127,-84.0612,,False
AWN,64c6d13c0368b2f0409d203c,DLM Weather Station,BC:FF:4D:81:BE:3E,2023-07-31,2026-06-14,2026-06-14,1050,287620,34.12576305,-84.47066524,915.8,False
AWN,676cba4944054b2740226c7e,Deer Pass Lodge,48:E7:29:7C:49:F0,2024-12-26,2026-06-14,2026-06-14,536,144540,34.1251,-84.3042,994.5,False
AWN,61a1531cc0e1de000107d2cc,Riverlake,E8:DB:84:9A:F3:5B,2021-11-26,2026-06-14,2026-06-14,1656,466056,34.1225694,-84.385231,1031.3,False
AWN,68864be9c784301d9348a8dd,3319lily,EC:64:C9:F1:82:A2,2025-07-27,2026-06-14,2026-06-14,323,82680,34.1223,-83.9569,1232.6,False
AWN,5a052cf3acb092000c75dccf,Weather Station,00:0E:C6:30:02:BA,2018-06-21,2026-06-14,2026-06-14,2915,730751,34.121822,-84.297512,1067.3,False
AWN,6080a0814c7b370001c956e9,Hooky Weather,34:14:B5:19:80:32,2023-11-04,2026-06-14,2026-06-14,954,268981,34.1213053,-84.5635535,1022.5,False
AWN,6772ba2599550faf1169ca21,Breezella,48:E7:29:7C:89:B6,2024-12-30,2026-06-14,2026-06-14,532,143134,34.12,-83.9347,1205.9,False
AWN,65ac015bbe08dac2b94e6b07,Jackson Farm,C8:C9:A3:16:C7:E7,2024-01-20,2026-06-14,2026-06-14,877,239694,34.1194026,-84.2658836,1092.8,False
